,pm_id,title,abstract,publication_types,mesh_terms,substances
27,35650444,The longitudinal dynamics and natural history of clonal haematopoiesis - PubMed,"Abstract
        
      


      
      Clonal expansions driven by somatic mutations become pervasive across human tissues with age, including in the haematopoietic system, where the phenomenon is termed clonal haematopoiesis1-4. The understanding of how and when clonal haematopoiesis develops, the factors that govern its behaviour, how it interacts with ageing and how these variables relate to malignant progression remains limited5,6. Here we track 697 clonal haematopoiesis clones from 385 individuals 55 years of age or older over a median of 13 years. We find that 92.4% of clones expanded at a stable exponential rate over the study period, with different mutations driving substantially different growth rates, ranging from 5% (DNMT3A and TP53) to more than 50% per year (SRSF2P95H). Growth rates of clones with the same mutation differed by approximately ±5% per year, proportionately affecting slow drivers more substantially. By combining our time-series data with phylogenetic analysis of 1,731 whole-genome sequences of haematopoietic colonies from 7 individuals from an older age group, we reveal distinct patterns of lifelong clonal behaviour. DNMT3A-mutant clones preferentially expanded early in life and displayed slower growth in old age, in the context of an increasingly competitive oligoclonal landscape. By contrast, splicing gene mutations drove expansion only later in life, whereas TET2-mutant clones emerged across all ages. Finally, we show that mutations driving faster clonal growth carry a higher risk of malignant progression. Our findings characterize the lifelong natural history of clonal haematopoiesis and give fundamental insights into the interactions between somatic mutation, ageing and clonal selection.",{},{},{}
28,35662408,"Furmonertinib (AST2818) versus gefitinib as first-line therapy for Chinese patients with locally advanced or metastatic EGFR mutation-positive non-small-cell lung cancer (FURLONG): a multicentre, double-blind, randomised phase 3 study - PubMed","Abstract
        
      



          Background:
        
      
      Furmonertinib (AST2818) is an irreversible, selective, third-generation EGFR tyrosine-kinase inhibitor. We aimed to investigate the efficacy and safety of furmonertinib versus the first-generation EGFR tyrosine-kinase inhibitor gefitinib as first-line treatment in patients with EGFR mutation-positive locally advanced or metastatic non-small-cell lung cancer (NSCLC).
    


          Methods:
        
      
      The FURLONG study is a multicentre, double-blind, randomised, phase 3 study done in 55 hospitals across mainland China. We enrolled patients who were aged 18 years or older and had histologically confirmed, locally advanced or metastatic, stage IIIB, IIIC, or IV unresectable NSCLC with EGFR exon 19 deletions or exon 21 Leu858Arg mutation on tissue biopsy confirmed by a central laboratory. Eligible patients were stratified according to EGFR mutation (exon 19 deletions or exon 21 Leu858Arg) and CNS metastases (with or without) and randomly assigned (1:1) to receive either oral furmonertinib (80 mg/day) or oral gefitinib (250 mg/day) in 21-day cycles until disease progression, the occurrence of intolerable toxicities, withdrawal of consent, or other discontinuation reasons judged by the investigators. Investigators, clinicians, participants, independent review centre (IRC) members, the sponsor, and those analysing the data were all masked to treatment allocation. The primary endpoint was IRC-assessed progression-free survival and, along with safety, was analysed in the full analysis set, which comprised all randomly assigned patients who had received at least one dose of study drug. This study is registered with ClinicalTrials.gov, NCT03787992, and is ongoing for survival follow-up.
    


          Findings:
        
      
      Between May 30, 2019, and Dec 5, 2019, 750 patients were screened, of whom 358 were randomly assigned to receive either furmonertinib and gefitinib-matching placebo (n=178) or gefitinib and furmonertinib-matching placebo (n=180). 178 patients randomly assigned to furmonertinib and 179 patients randomly assigned to gefitinib were treated and were included in the full analysis set. Median follow-up was 21·0 months (IQR 18·0-23·5) in the furmonertinib group and 21·0 months (18·0-23·5) in the gefitinib group. Median IRC-assessed progression-free survival was 20·8 months (95% CI 17·8-23·5) in the furmonertinib group and 11·1 months (9·7-12·5) in the gefitinib group (hazard ratio 0·44, 95% CI 0·34-0·58; p<0·0001). Treatment-related adverse events of a grade 3 or more occurred in 20 (11%) of 178 patients in the furmonertinib group and in 32 (18%) of 179 patients in the gefitinib group. Treatment-related serious adverse events were reported in ten (6%) patients in the furmonertinib group and in 11 (6%) patients in the gefitinib group. Ten (6%) patients in the furmonertinib group and three (2%) patients in the gefitinib group died due to adverse events, which were all judged to be possibly unrelated to study treatment by the investigators.
    


          Interpretation:
        
      
      Furmonertinib showed superior efficacy compared with gefitinib as first-line therapy in Chinese patients with EGFR mutation-positive NSCLC, along with an acceptable safety profile without new signals. Furmonertinib is a new potential treatment option for this population.
    


          Funding:
        
      
      Shanghai Allist Pharmaceuticals and the China National Major Project for New Drug Innovation.
    


          Translation:
        
      
      For the Chinese translation of the abstract see Supplementary Materials section.",{},{},{}
29,26999966,[Treatment of elbow epicondylitis with platelet rich plasma versus local corticosteroids] - PubMed,"Abstract
        
      



          Background:
        
      
      Epicondylitis is a highly frequent condition in the Mexican population. Recent studies have reported good results with platelet rich plasma. However, corticosteroids are the most common treatment used in Mexico.
    


          Objective:
        
      
      To conduct a comparative study to determine which treatment provides better results (platelet rich plasma versus corticosteroids).
    


          Material and methods:
        
      
      Patients were randomized into two groups. Group A was treated with a single administration of platelet rich plasma and group B with a single dose of 40 mg of methylprednisolone. Patients were assessed using a visual analog scale (VAS) and the Quick DASH scale, applied before the procedure, and at one, three and six months.
    


          Results:
        
      
      The results were compared with an analysis using the Student t test. One month after treatment the patients had improvement with no significant difference between both groups. At three months results were better with platelet rich plasma; however, at six months improvement with the latter declined slightly.
    


          Conclusions:
        
      
      The results show that platelet rich plasma provided better results from the perspective of pain control and effect duration. However, the number of applications and the possibility of improving the outcomes if combined with rehabilitation have not yet been determined.","{'Comparative Study': True, 'English Abstract': True, 'Randomized Controlled Trial': True}","{'Follow-Up Studies': True, 'Glucocorticoids / administration & dosage*': True, 'Glucocorticoids / therapeutic use': True, 'Humans': True, 'Methylprednisolone / administration & dosage*': True, 'Methylprednisolone / therapeutic use': True, 'Platelet-Rich Plasma*': True, 'Tennis Elbow / therapy*': True, 'Time Factors': True, 'Treatment Outcome': True}","{'Glucocorticoids': True, 'Methylprednisolone': True}"
30,35654907,Noninvasive proteomic biomarkers for alcohol-related liver disease - PubMed,"Abstract
        
      


      
      Alcohol-related liver disease (ALD) is a major cause of liver-related death worldwide, yet understanding of the three key pathological features of the disease-fibrosis, inflammation and steatosis-remains incomplete. Here, we present a paired liver-plasma proteomics approach to infer molecular pathophysiology and to explore the diagnostic and prognostic capability of plasma proteomics in 596 individuals (137 controls and 459 individuals with ALD), 360 of whom had biopsy-based histological assessment. We analyzed all plasma samples and 79 liver biopsies using a mass spectrometry (MS)-based proteomics workflow with short gradient times and an enhanced, data-independent acquisition scheme in only 3 weeks of measurement time. In plasma and liver biopsy tissues, metabolic functions were downregulated whereas fibrosis-associated signaling and immune responses were upregulated. Machine learning models identified proteomics biomarker panels that detected significant fibrosis (receiver operating characteristic-area under the curve (ROC-AUC), 0.92, accuracy, 0.82) and mild inflammation (ROC-AUC, 0.87, accuracy, 0.79) more accurately than existing clinical assays (DeLong's test, P < 0.05). These biomarker panels were found to be accurate in prediction of future liver-related events and all-cause mortality, with a Harrell's C-index of 0.90 and 0.79, respectively. An independent validation cohort reproduced the diagnostic model performance, laying the foundation for routine MS-based liver disease testing.",{},{},{}
31,35654445,The monkeypox virus - PubMed,,{},{},{}
32,35658005,Adagrasib in Non-Small-Cell Lung Cancer Harboring a KRAS G12C Mutation - PubMed,"Abstract
        
      



          Background:
        
      
      Adagrasib, a KRASG12C inhibitor, irreversibly and selectively binds KRASG12C, locking it in its inactive state. Adagrasib showed clinical activity and had an acceptable adverse-event profile in the phase 1-1b part of the KRYSTAL-1 phase 1-2 study.
    


          Methods:
        
      
      In a registrational phase 2 cohort, we evaluated adagrasib (600 mg orally twice daily) in patients with KRASG12C -mutated non-small-cell lung cancer (NSCLC) previously treated with platinum-based chemotherapy and anti-programmed death 1 or programmed death ligand 1 therapy. The primary end point was objective response assessed by blinded independent central review. Secondary end points included the duration of response, progression-free survival, overall survival, and safety.
    


          Results:
        
      
      As of October 15, 2021, a total of 116 patients with KRASG12C -mutated NSCLC had been treated (median follow-up, 12.9 months); 98.3% had previously received both chemotherapy and immunotherapy. Of 112 patients with measurable disease at baseline, 48 (42.9%) had a confirmed objective response. The median duration of response was 8.5 months (95% confidence interval [CI], 6.2 to 13.8), and the median progression-free survival was 6.5 months (95% CI, 4.7 to 8.4). As of January 15, 2022 (median follow-up, 15.6 months), the median overall survival was 12.6 months (95% CI, 9.2 to 19.2). Among 33 patients with previously treated, stable central nervous system metastases, the intracranial confirmed objective response rate was 33.3% (95% CI, 18.0 to 51.8). Treatment-related adverse events occurred in 97.4% of the patients - grade 1 or 2 in 52.6% and grade 3 or higher in 44.8% (including two grade 5 events) - and resulted in drug discontinuation in 6.9% of patients.
    


          Conclusions:
        
      
      In patients with previously treated KRASG12C -mutated NSCLC, adagrasib showed clinical efficacy without new safety signals. (Funded by Mirati Therapeutics; ClinicalTrials.gov number, NCT03785249.).",{},{},{}
33,35662414,Non-coding 7S RNA inhibits transcription via mitochondrial RNA polymerase dimerization - PubMed,"Abstract
        
      


      
      The mitochondrial genome encodes 13 components of the oxidative phosphorylation system, and altered mitochondrial transcription drives various human pathologies. A polyadenylated, non-coding RNA molecule known as 7S RNA is transcribed from a region immediately downstream of the light strand promoter in mammalian cells, and its levels change rapidly in response to physiological conditions. Here, we report that 7S RNA has a regulatory function, as it controls levels of mitochondrial transcription both in vitro and in cultured human cells. Using cryo-EM, we show that POLRMT dimerization is induced by interactions with 7S RNA. The resulting POLRMT dimer interface sequesters domains necessary for promoter recognition and unwinding, thereby preventing transcription initiation. We propose that the non-coding 7S RNA molecule is a component of a negative feedback loop that regulates mitochondrial transcription in mammalian cells.
    



          Keywords:
        
      
      7S RNA; POLRMT; SUV3; cryo-EM; dimer; mitochondria; mtDNA; mtEXO; non-coding RNA; transcription.",{},{},{}
34,35650442,Clonal dynamics of haematopoiesis across the human lifespan - PubMed,"Abstract
        
      


      
      Age-related change in human haematopoiesis causes reduced regenerative capacity1, cytopenias2, immune dysfunction3 and increased risk of blood cancer4-6, but the reason for such abrupt functional decline after 70 years of age remains unclear. Here we sequenced 3,579 genomes from single cell-derived colonies of haematopoietic cells across 10 human subjects from 0 to 81 years of age. Haematopoietic stem cells or multipotent progenitors (HSC/MPPs) accumulated a mean of 17 mutations per year after birth and lost 30 base pairs per year of telomere length. Haematopoiesis in adults less than 65 years of age was massively polyclonal, with high clonal diversity and a stable population of 20,000-200,000 HSC/MPPs contributing evenly to blood production. By contrast, haematopoiesis in individuals aged over 75 showed profoundly decreased clonal diversity. In each of the older subjects, 30-60% of haematopoiesis was accounted for by 12-18 independent clones, each contributing 1-34% of blood production. Most clones had begun their expansion before the subject was 40 years old, but only 22% had known driver mutations. Genome-wide selection analysis estimated that between 1 in 34 and 1 in 12 non-synonymous mutations were drivers, accruing at constant rates throughout life, affecting more genes than identified in blood cancers. Loss of the Y chromosome conferred selective benefits in males. Simulations of haematopoiesis, with constant stem cell population size and constant acquisition of driver mutations conferring moderate fitness benefits, entirely explained the abrupt change in clonal structure in the elderly. Rapidly decreasing clonal diversity is a universal feature of haematopoiesis in aged humans, underpinned by pervasive positive selection acting on many more genes than currently identified.",{},{},{}
35,35662412,Potent cross-reactive antibodies following Omicron breakthrough in vaccinees - PubMed,"Abstract
        
      


      
      Highly transmissible Omicron variants of SARS-CoV-2 currently dominate globally. Here, we compare neutralization of Omicron BA.1, BA.1.1, and BA.2. BA.2 RBD has slightly higher ACE2 affinity than BA.1 and slightly reduced neutralization by vaccine serum, possibly associated with its increased transmissibility. Neutralization differences between sub-lineages for mAbs (including therapeutics) mostly arise from variation in residues bordering the ACE2 binding site; however, more distant mutations S371F (BA.2) and R346K (BA.1.1) markedly reduce neutralization by therapeutic antibody Vir-S309. In-depth structure-and-function analyses of 27 potent RBD-binding mAbs isolated from vaccinated volunteers following breakthrough Omicron-BA.1 infection reveals that they are focused in two main clusters within the RBD, with potent right-shoulder antibodies showing increased prevalence. Selection and somatic maturation have optimized antibody potency in less-mutated epitopes and recovered potency in highly mutated epitopes. All 27 mAbs potently neutralize early pandemic strains, and many show broad reactivity with variants of concern.
    



          Keywords:
        
      
      BA.1; BA.1.1; BA.2; COVID-19; Omicron; SARS-CoV-2; antibody responses; crystallography; immune escape; neutralization; receptor binding domain; variants of concern.",{},{},{}
36,35663342,Monkeypox: Key questions answered - PubMed,"Abstract
        
      


      
      Cases are rising worldwide, leaving some people anxious that the virus could evolve into a pandemic alongside covid-19. Michael Le Page addresses monkeypox's risks.",{},{},{}
37,35659251,Barriers to following imaging guidelines for the treatment and management of patients with low-back pain in primary care: a qualitative assessment guided by the Theoretical Domains Framework - PubMed,"Abstract
        
      



          Background:
        
      
      Low back pain (LBP) is a leading cause of disability and is among the top five reasons that patients visit their family doctors. Over-imaging for non-specific low back pain remains a problem in primary care. To inform a larger study to develop and evaluate a theory-based intervention to reduce inappropriate imaging, we completed an assessment of the barriers and facilitators to reducing unnecessary imaging for NSLBP among family doctors in Newfoundland and Labrador (NL).
    


          Methods:
        
      
      This was an exploratory, qualitative study describing family doctors' experiences and practices related to diagnostic imaging for non-specific LBP in NL, guided by the Theoretical Domains Framework (TDF). Data were collected using in-depth, semi-structured interviews. Transcripts were analyzed deductively (assigning text to one or more domains) and inductively (generating themes at each of the domains) before the results were examined to determine which domains should be targeted to reduce imaging.
    


          Results:
        
      
      Nine family doctors (four males; five females) working in community (n = 4) and academic (n = 5) clinics in both rural (n = 6) and urban (n = 3) settings participated in this study. We found five barriers to reducing imaging for patients with NSLBP: 1) negative consequences, 2) patient demand 3) health system organization, 4) time, and 5) access to resources. These were related to the following domains: 1) beliefs about consequences, 2) beliefs about capabilities, 3) emotion, 4) reinforcement, 5) environmental context and resources, 6) social influences, and 7) behavioural regulation.
    


          Conclusions:
        
      
      Family physicians a) fear that if they do not image they may miss something serious, b) face significant patient demand for imaging, c) are working in a system that encourages unnecessary imaging, d) don't have enough time to counsel patients about why they don't need imaging, and e) lack access to appropriate practitioners, community programs, and treatment modalities to prescribe to their patients. These barriers were related to seven TDF domains. Successfully reducing inappropriate imaging requires a comprehensive intervention that addresses these barriers using established behaviour change techniques. These techniques should be matched directly to relevant TDF domains. The results of our study represent the important first step of this process - identifying the contextual barriers and the domains to which they are related.
    



          Keywords:
        
      
      CT; Clinical practice guidelines; De-implementation; Evidence-based medicine; Imaging; Low back pain; Low-value care; TDF; Theoretical domains framework; x-ray.",{},"{'Behavior Therapy': True, 'Diagnostic Imaging': True, 'Female': True, 'Humans': True, 'Low Back Pain* / diagnosis': True, 'Male': True, 'Newfoundland and Labrador': True, 'Primary Health Care': True}",{}
38,35668103,Thinking outside the box: non-canonical targets in multiple sclerosis - PubMed,"Abstract
        
      


      
      Multiple sclerosis (MS) is an immune-mediated disease of the central nervous system that causes demyelination, axonal degeneration and astrogliosis, resulting in progressive neurological disability. Fuelled by an evolving understanding of MS immunopathogenesis, the range of available immunotherapies for clinical use has expanded over the past two decades. However, MS remains an incurable disease and even targeted immunotherapies often fail to control insidious disease progression, indicating the need for new and exceptional therapeutic options beyond the established immunological landscape. In this Review, we highlight such non-canonical targets in preclinical MS research with a focus on five highly promising areas: oligodendrocytes; the blood-brain barrier; metabolites and cellular metabolism; the coagulation system; and tolerance induction. Recent findings in these areas may guide the field towards novel targets for future therapeutic approaches in MS.",{'Review': True},{},{}
39,35665785,Improving Treatment Approaches for Rectal Cancer - PubMed,,{'Editorial': True},{},{}
40,34014626,Dostarlimab - PubMed,"Excerpt
        
      


      
      No information is available on the clinical use of dostarlimab during breastfeeding. Because dostarlimab is a large protein molecule with a molecular weight of about 144,000 Da, the amount in milk is likely to be very low. It is also likely to be partially destroyed in the infant's gastrointestinal tract and absorption by the infant is probably minimal. Because of the potential for serious adverse reactions in the breastfed infant, the manufacturer recommends that women not breastfeed during treatment and for 4 months after the final dose.",{'Review': True},{},{}
41,35668454,The circadian clock protein Rev-erbα provides neuroprotection and attenuates neuroinflammation against Parkinson's disease via the microglial NLRP3 inflammasome - PubMed,"Abstract
        
      



          Background:
        
      
      Circadian disturbance is a common nonmotor complaint in Parkinson's disease (PD). The molecular basis underlying circadian rhythm in PD is poorly understood. Neuroinflammation has been identified as a key contributor to PD pathology. In this study, we explored the potential link between the core clock molecule Rev-erbα and the microglia-mediated NLR family pyrin domain-containing 3 (NLRP3) inflammasome in PD pathogenesis.
    


          Methods:
        
      
      We first examined the diurnal Rev-erbα rhythms and diurnal changes in microglia-mediated inflammatory cytokines expression in the SN of MPTP-induced PD mice. Further, we used BV2 cell to investigate the impacts of Rev-erbα on NLRP3 inflammasome and microglial polarization induced by 1-methyl-4-phenylpyridinium (MPP+) and αsyn pre-formed fibril. The role of Rev-erbα in regulating microglial activation via NF-κB and NLRP3 inflammasome pathway was then explored. Effects of SR9009 against NLRP3 inflammasome activation, microgliosis and nigrostriatal dopaminergic degeneration in the SN and striatum of MPTP-induced PD mice were studied in detail.
    


          Results:
        
      
      BV2 cell-based experiments revealed the role of Rev-erbα in regulating microglial activation and polarization through the NF-κB and NLRP3 inflammasome pathways. Circadian oscillation of the core clock gene Rev-erbα in the substantia nigra (SN) disappeared in MPTP-induced PD mice, as well as diurnal changes in microglial morphology. The expression of inflammatory cytokines in SN of the MPTP-induced mice were significantly elevated. Furthermore, dopaminergic neurons loss in the nigrostriatal system were partially reversed by SR9009, a selective Rev-erbα agonist. In addition, SR9009 effectively reduced the MPTP-induced glial activation, microglial polarization and NLRP3 inflammasome activation in the nigrostriatal system.
    


          Conclusions:
        
      
      These observations suggest that the circadian clock protein Rev-erbα plays an essential role in attenuating neuroinflammation in PD pathology, and provides a potential therapeutic target for PD treatment.
    



          Keywords:
        
      
      Circadian rhythm; NLRP3; Neuroinflammation; Parkinson’s disease; Rev-erbα.",{},"{'1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine / pharmacology': True, 'Animals': True, 'CLOCK Proteins / genetics': True, 'CLOCK Proteins / metabolism': True, 'Circadian Clocks*': True, 'Cytokines / metabolism': True, 'Inflammasomes / metabolism': True, 'Mice': True, 'Mice, Inbred C57BL': True, 'Microglia / metabolism': True, 'NF-kappa B / metabolism': True, 'NLR Family, Pyrin Domain-Containing 3 Protein / metabolism': True, 'Neuroinflammatory Diseases': True, 'Neuroprotection': True, 'Parkinson Disease* / pathology': True}","{'Cytokines': True, 'Inflammasomes': True, 'NF-kappa B': True, 'NLR Family, Pyrin Domain-Containing 3 Protein': True, 'Nlrp3 protein, mouse': True, '1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine': True, 'CLOCK Proteins': True}"
42,35664061,Single-cell landscape reveals active cell subtypes and their interaction in the tumor microenvironment of gastric cancer - PubMed,"Abstract
        
      


Background: Gastric cancer remains the third most common cause of cancer-related death worldwide. The development of novel therapeutic strategies for gastric cancer requires a deep understanding of the tumor cells and microenvironment of gastric cancer. Methods: We performed the single-cell RNA sequencing (scRNA-seq) on nine untreated non-metastatic gastric cancer patients. The transcriptomic atlas and ligand-receptor-based intercellular communication networks of the single cells were characterized. Results: Here, we profiled the transcriptomes of 47,304 cells from nine patients with gastric cancer. Tregs cells were significantly enriched in the gastric tumor tissues with increased expression of immune suppression related genes, which suggest a more immunosuppressive microenvironment. We also observed the absence of separate exhausted CD8+ T cell cluster, and the low expression level of exhaustion markers PDCD1, CTLA4, HAVCR2, LAG-3, and TIGIT in those specific cells. These may serve as molecular-level evidence for the limited benefit of immunotherapy among gastric cancer patients. In addition, we found ACKR1 specifically expressed in tumor endothelial cells, associated with poor prognosis in the cohort data and potentially provided a novel target of gastric cancer treatment. Furthermore, the tight interaction between endothelial cells and fibroblast implied the important roles of fibroblast in tumor angiogenesis and the maintenance of tumor vasculature. Conclusions: In conclusion, this single-cell atlas provide understanding the cellular heterogeneity from molecular level in gastric cancer and will serve as a valuable resource for developing innovative early and companion diagnostics, as well as discovering novel targeted therapies for gastric cancer.
    



          Keywords:
        
      
      Gastric cancer; single-cell RNA sequencing.; tumor microenvironment.",{},"{'Cell Communication': True, 'Endothelial Cells / pathology': True, 'Humans': True, 'Single-Cell Analysis': True, 'Stomach Neoplasms* / pathology': True, 'Transcriptome': True, 'Tumor Microenvironment* / genetics': True}",{}
43,35667066,Cannabis-Based Products for Chronic Pain : A Systematic Review - PubMed,"Abstract
        
      



          Background:
        
      
      Contemporary data are needed about the utility of cannabinoids in chronic pain.
    


          Purpose:
        
      
      To evaluate the benefits and harms of cannabinoids for chronic pain.
    


          Data sources:
        
      
      Ovid MEDLINE, PsycINFO, EMBASE, the Cochrane Library, and Scopus to January 2022.
    


          Study selection:
        
      
      English-language, randomized, placebo-controlled trials and cohort studies (≥1 month duration) of cannabinoids for chronic pain.
    


          Data extraction:
        
      
      Data abstraction, risk of bias, and strength of evidence assessments were dually reviewed. Cannabinoids were categorized by THC-to-CBD ratio (high, comparable, or low) and source (synthetic, extract or purified, or whole plant).
    


          Data synthesis:
        
      
      Eighteen randomized, placebo-controlled trials (n = 1740) and 7 cohort studies (n = 13 095) assessed cannabinoids. Studies were primarily short term (1 to 6 months); 56% enrolled patients with neuropathic pain, with 3% to 89% female patients. Synthetic products with high THC-to-CBD ratios (>98% THC) may be associated with moderate improvement in pain severity and response (≥30% improvement) and an increased risk for sedation and are probably associated with a large increased risk for dizziness. Extracted products with high THC-to-CBD ratios (range, 3:1 to 47:1) may be associated with large increased risk for study withdrawal due to adverse events and dizziness. Sublingual spray with comparable THC-to-CBD ratio (1.1:1) probably is associated with small improvement in pain severity and overall function and may be associated with large increased risk for dizziness and sedation and moderate increased risk for nausea. Evidence for other products and outcomes, including longer-term harms, were not reported or were insufficient.
    


          Limitation:
        
      
      Variation in interventions; lack of study details, including unclear availability in the United States; and inadequate evidence for some products.
    


          Conclusion:
        
      
      Oral, synthetic cannabis products with high THC-to-CBD ratios and sublingual, extracted cannabis products with comparable THC-to-CBD ratios may be associated with short-term improvements in chronic pain and increased risk for dizziness and sedation. Studies are needed on long-term outcomes and further evaluation of product formulation effects.
    


          Primary funding source:
        
      
      Agency for Healthcare Research and Quality, U.S. Department of Health and Human Services. (PROSPERO: CRD42021229579).",{'Review': True},{},{}
44,35668045,A combination model of AD biomarkers revealed by machine learning precisely predicts Alzheimer's dementia: China Aging and Neurodegenerative Initiative (CANDI) study - PubMed,"Abstract
        
      



          Introduction:
        
      
      To test the utility of the ""A/T/N"" system in the Chinese population, we study core Alzheimer's disease (AD) biomarkers in a newly established Chinese cohort.
    


          Methods:
        
      
      A total of 411 participants were selected, including 96 cognitively normal individuals, 94 patients with mild cognitive impairment (MCI) patients, 173 patients with AD, and 48 patients with non-AD dementia. Fluid biomarkers were measured with single molecule array. Amyloid beta (Aβ) deposition was determined by 18 F-Flobetapir positron emission tomography (PET), and brain atrophy was quantified using magnetic resonance imaging (MRI).
    


          Results:
        
      
      Aβ42/Aβ40 was decreased, whereas levels of phosphorylated tau (p-tau) were increased in cerebrospinal fluid (CSF) and plasma from patients with AD. CSF Aβ42/Aβ40, CSF p-tau, and plasma p-tau showed a high concordance in discriminating between AD and non-AD dementia or elderly controls. A combination of plasma p-tau, apolipoprotein E (APOE) genotype, and MRI measures accurately predicted amyloid PET status.
    


          Discussion:
        
      
      These results revealed a universal applicability of the ""A/T/N"" framework in a Chinese population and established an optimal diagnostic model consisting of cost-effective and non-invasive approaches for diagnosing AD.
    



          Keywords:
        
      
      Alzheimer's disease; MRI; amyloid PET; fluid biomarker.",{},{},{}
45,35666518,Association Between Screen Time Trajectory and Early Childhood Development in Children in China - PubMed,"Abstract
        
      



          Importance:
        
      
      Screen time has become an integral part of children's daily lives. Nevertheless, the developmental consequences of screen exposure in young children remain unclear.
    


          Objective:
        
      
      To investigate the screen time trajectory from 6 to 72 months of age and its association with children's development at age 72 months in a prospective birth cohort.
    


          Design, setting, and participants:
        
      
      Women in Shanghai, China, who were at 34 to 36 gestational weeks and had an expected delivery date between May 2012 and July 2013 were recruited for this cohort study. Their children were followed up at 6, 9, 12, 18, 24, 36, 48, and 72 months of age. Children's screen time was classified into 3 groups at age 6 months: continued low (ie, stable amount of screen time), late increasing (ie, sharp increase in screen time at age 36 months), and early increasing (ie, large amount of screen time in early stages that remained stable after age 36 months). Cognitive development was assessed by specially trained research staff in a research clinic. Of 262 eligible mother-offspring pairs, 152 dyads had complete data regarding all variables of interest and were included in the analyses. Data were analyzed from September 2019 to November 2021.
    


          Exposures:
        
      
      Mothers reported screen times of children at 6, 9, 12, 18, 24, 36, 48, and 72 months of age.
    


          Main outcomes and measures:
        
      
      The cognitive development of children was evaluated using the Wechsler Intelligence Scale for Children, 4th edition, at age 72 months. Social-emotional development was measured by the Strengths and Difficulties Questionnaire, which was completed by the child's mother. The study described demographic characteristics, maternal mental health, child's temperament at age 6 months, and mental development at age 12 months by subgroups clustered by a group-based trajectory model. Group difference was examined by analysis of variance.
    


          Results:
        
      
      A total of 152 mother-offspring dyads were included in this study, including 77 girls (50.7%) and 75 boys (49.3%) (mean [SD] age of the mothers was 29.7 [3.3] years). Children's screen time trajectory from age 6 to 72 months was classified into 3 groups: continued low (110 [72.4%]), late increasing (17 [11.2%]), and early increasing (25 [16.4%]). Compared with the continued low group, the late increasing group had lower scores on the Full-Scale Intelligence Quotient (β coefficient, -8.23; 95% CI, -15.16 to -1.30; P < .05) and the General Ability Index (β coefficient, -6.42; 95% CI, -13.70 to 0.86; P = .08); the early increasing group presented with lower scores on the Full-Scale Intelligence Quotient (β coefficient, -6.68; 95% CI, -12.35 to -1.02; P < .05) and the Cognitive Proficiency Index (β coefficient, -10.56; 95% CI, -17.23 to -3.90; P < .01) and a higher total difficulties score (β coefficient, 2.62; 95% CI, 0.49-4.76; P < .05).
    


          Conclusions and relevance:
        
      
      This cohort study found that excessive screen time in early years was associated with poor cognitive and social-emotional development. This finding may be helpful in encouraging awareness among parents of the importance of onset and duration of children's screen time.",{},{},{}
46,35668338,Multinational monkeypox outbreak: what do we know and what should we do? - PubMed,,{'Letter': True},{},{}
47,35668177,Pre-existing adaptive immunity to the RNA-editing enzyme Cas13d in humans - PubMed,"Abstract
        
      


      
      RNA-guided RNA-targeting nucleases, such as CRISPR-Cas13 proteins, have therapeutic potential for gene editing. Among Cas13d enzymes, Cas13d from the bacteria Ruminococcus flavefaciens (RfxCas13d) is of particular interest owing to its small size and high specificity. However, the existence of pre-existing immunity against RfxCas13d is unclear. In this study, we evaluated antibody and T cell responses to RfxCas13d in healthy donors using ELISA and T cell culture assays. We found RfxCas13d-reactive antibodies and CD4 and CD8 T cell responses in most donors, comparable to responses against Cas9 proteins from Staphylococcus aureus (SaCas9) and Streptococcus pyogenes (SpCas9). RfxCas13d-responding T cells could produce the inflammatory cytokines IFN-γ, TNF-α and IL-17. These findings should be taken into consideration in the development of RfxCas13d for therapy.",{},{},{}
48,35659548,Transmission of monkeypox virus through sexual contact - A novel route of infection - PubMed,,{'Letter': True},{},{}
49,35666611,T-DXd: New Standard for HER2-Low Breast Cancer - PubMed,"Abstract
        
      


      
      Findings from the phase III DESTINY-Breast04 trial indicate that the antibody-drug conjugate trastuzumab deruxtecan (T-DXd) is effective for patients with inoperable/metastatic HER2-low breast cancer. T-DXd should be considered a new standard of care for these patients, who otherwise have limited options.",{},{},{}
